Facility Code,Facility UID,State Unique ID,Registration No,Alternate Name,Start Date,Ownership,Ownership Type,Facility Level,Facility Level Option,Days of Operation,Hours of Operation,State,LGA,Ward,Physical Location,Postal Address,Longitude,Latitude,Phone Number,Alternate Number,Email Address,Website,Operational Status,Registration Status,License Status,Out Patient Services,In Patient Services,Medical Services,Surgical Services,Obsterics and Gynecology Services,Pediatrics Services,Dental Services,Specific Clinical Services,Total number of Beds,Onsite Laboratory,Onsite Imaging,Onsite Pharmacy,Mortuary Services,Ambulance Services,Number of Doctors,Number of Pharmacists,Number Pharmacy Technicians,Number of Dentists,Number of Dental Technicians,Number of Nurses,Number of Midwifes,Number of Nurses/Midwifes,Number of Lab Technicians,Number of Lab Scientits,Health Records/HIM Officers,Number of Community Health Officer,Number of Community Health Extension Worker,Number of Junior Com Health Extension Worker,Number of Environmental Health Officers,Number of Health Attendant/Assistant:
04/14/1/1/1/0026,84884939,84884939,,,2021-05-05,Public,Local Government,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 hours,Anambra,Nnewi North,Otolo ward I,Opp st cletus catholic church Ndiakwu,,6.95641,6.00208,0810-338-2099,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",4,,,,,No,,,,,,,,1,,,,,1,,,2
04/14/1/1/1/0068,45696266,45696266,,,2000-01-01,Public,Local Government,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Nnewi North,Otolo ward I,Behind Eke Amobi Market OtoloNnewi,,6.94299,6.00167,0806-262-3219,0806-501-1984,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Tuberculosis, Non Communicable Diseases, Family Planning, Child Survival, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",7,No,No,Yes,No,No,,,,,,,,,,,,,3,,,
04/14/1/2/2/0091,54050534,54050534,,,2019-01-04,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Nnewi North,Otolo ward II,9 Pinnacle Rd Egbu Umuenem Otolo,,6.9267837,6.017879,0803-714-6264,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"HIV/ AIDS Services, Non Communicable Diseases, Hepatitis, Child Survival, Accidents and Emergency, Nutrition, Health Education and Community Mobilization",4,No,No,Yes,No,No,1,,,,,4,,1,,,,,,,,2
04/14/1/1/2/0020,42470372,42470372,,,2000-01-01,Public,Local Government,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Nnewi North,Otolo ward III,,,6.92677,5.98958,0806-263-3495,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Tuberculosis, Non Communicable Diseases, Family Planning, Child Survival, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",5,,,Yes,,No,,,,,,,,1,,,,,1,,,4
04/14/1/1/1/0023,12689758,12689758,,,2021-04-29,Public,Local Government,Primary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24 hours,Anambra,Nnewi North,Otolo ward III,,,6.92646,5.99294,0803-404-3548,0902-710-8300,,,Operational,Registered,Licensed,,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Child Survival, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",4,,,,,No,,,,,,,,1,,,,,1,,,1
04/14/1/1/1/0046,40987725,40987725,,,2000-01-01,Public,Local Government,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Nnewi North,Otolo ward III,Beside Umuzu Mbana Hall otolo,,6.93584,5.99411,0803-511-2128,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Child Survival, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",4,,,,,No,,,,,,,,,,,,,1,,,
04/14/1/1/1/0068,39699445,39699445,,,2000-01-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Nnewi North,Umudim ward I,Chicason Road Uru Umudim,,6.915758,5.996814,0803-883-8614,0806-479-1393,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Tuberculosis, Non Communicable Diseases, Family Planning, Hepatitis, Child Survival, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",18,No,No,No,No,No,3,,1,,,,,1,1,,1,,1,,,6
04/14/1/1/2/0078,52606026,52606026,,,2019-01-04,Private,For Profit,Primary,Primary Health Clinic,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Nnewi North,Umudim ward I,No 4 Amadi Nwosu Close by God Road Umuezeokalum,,6.966255,6.0349784,0803-531-0975,,Adaezeadilue@yahoo.com,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Child Survival, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",3,No,No,No,No,No,1,,,,,,,2,,,,1,,,,2
04/10/1/1/2/0041,68405480,68405480,,,2019-01-04,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Nnewi North,Umudim ward I,No 16 Akabor Okechi Umudim,,6.908001,5.990524,0703-642-0962,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Hepatitis, Child Survival, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",6,Yes,,Yes,,No,1,,1,,,,,4,1,,,,,,,4
04/14/1/1/1/0002,67318268,67318268,,,2000-01-01,Public,Local Government,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Nnewi North,Umudim ward II,Obi Umuogo Akamili Umudim,,6.88886,5.99408,0803-956-9825,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Child Survival, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",6,,,Yes,,No,,,,,,,,,,,,,2,1,,1
04/14/1/1/1/0068,57103830,57103830,,,2000-01-01,Public,Local Government,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Nnewi North,Umudim ward II,Near Ukwu orji or  court Eme Umudinkwa,,6.90544,5.99736,0803-862-9661,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Tuberculosis, Non Communicable Diseases, Family Planning, Child Survival, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",2,No,No,No,No,No,,,,,,,,1,,,,,2,,,
04/14/1/1/2/0036,83862606,83862606,,,2000-01-04,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Nnewi North,Umudim ward II,Umuele Umudim,,6.9145799,6.0012663,0803-435-8513,0816-567-8363,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Hepatitis, Child Survival, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care, Scanning",,Yes,,Yes,,Yes,,,,,,,,,,,,,,,,
04/14/1/2/2/0079,18384324,18384324,,,2019-01-04,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Nnewi North,Umudim ward II,Along Owerre Road Umudim Nnewi,,6.9144489,6.0002672,0708-856-3162,0813-495-6802,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Tuberculosis, Non Communicable Diseases, Family Planning, Hepatitis, Child Survival, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",36,Yes,No,Yes,No,Yes,17,,,,1,4,,4,,,,,2,,,12
04/14/1/2/2/0020,47185947,47185947,,,2019-01-04,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Nnewi North,Umudim ward II,Okpunegbu Umudim,,6.9112674,6.0069069,,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Hepatitis, Child Survival, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care, Scanning",,Yes,,Yes,,No,,,,,,,,,,,,,,,,
04/14/1/1/2/0111,57545731,57545731,,,2021-04-21,Private,For Profit,Primary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Anambra,Nnewi North,Umudim ward II,Emecourt RD Nnewi Nigeria,,6.56532,5.54794,0803-771-9398,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,,5,No,No,No,No,No,,,,,,1,,1,,,,1,1,,,4
04/14/1/1/2/0084,79873146,79873146,,,2019-01-04,Private,For Profit,Primary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Nnewi North,Uruagu III,Opposite Capital Filling Station by Nnewi New Road,,6.8915699,6.0331108,0802-087-4944,0809-279-1647,,,Operational,Registered,Licensed,Yes,Yes,,,,,,,5,No,No,Yes,No,No,1,,,,,,,1,,,,,2,,,5
04/14/1/1/1/0012,35901757,35901757,,,2019-01-04,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Nnewi North,Uruagu III,"Behind Grace of God Mission,Akabor Edorju Uruagu",,6.91169,6.02822,0803-422-6141,0806-372-9912,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Tuberculosis, Non Communicable Diseases, Family Planning, Communicable Diseases, Hepatitis, Child Survival, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",10,,,,,No,3,,,3,,,,1,,1,,1,,,,5
04/14/1/2/2/0015,18802214,18802214,,,2000-01-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Nnewi North,Uruagu III,No 181 Old Onitsha Nnewi Road,,6.9119874,6.0335007,0803-757-4153,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Hepatitis, Child Survival, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care, Scanning",,Yes,,Yes,,No,,,,,,,,,,,,,,,,
04/15/1/1/1/0071,20114025,20114025,,,2021-07-01,Public,State Government,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Anambra,Nnewi South,Akwaihedi ward,Akwaihedi market,,7.0018920,5.92712402,08167788756,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Nutrition, Health Education and Community Mobilization",10,No,No,No,No,No,,,,,,,1,,,,,1,,,,1
04/15/1/1/1/0072,80820190,80820190,,,2021-07-08,Public,Local Government,Primary,Health Post,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",12 hrs,Anambra,Nnewi South,Amichi ward 8,along Amichi Azigbo road,,6.96537,5.99521,08034109757,,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, Family Planning, Health Education and Community Mobilization",2,No,No,No,No,No,,,,,,,1,,,,,,,,,1
04/15/1/2/2/0073,61303659,61303659,,,2021-06-30,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Anambra,Nnewi South,Ebenator ward 18,along ebenator ezinifite road,,6.980890,5.965146,08162890510,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Health Education and Community Mobilization",10,Yes,No,Yes,No,No,1,1,,1,,,2,,,,1,1,,,,
04/15/1/1/2/0070,46512959,46512959,,Good health hospital osumenyi,2014-04-21,Private,For Profit,Secondary,Primary Health Clinic,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hours,Anambra,Nnewi South,Osumenyi 13,Eke osumenyi,,6.97123,5.94608,0906-471-7919,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Communicable Diseases, Accidents and Emergency, Health Education and Community Mobilization",8,No,No,Yes,No,No,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
04/15/1/2/2/0074,56588800,56588800,,,2021-01-08,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Nnewi South,Unubi 17,close to afor unubi,,7.04754,5.95962,0803-424-633_,,,,Operational,,Licensed,Yes,Yes,,,,,,,10,Yes,Yes,Yes,No,Yes,2,1,3,2,,2,5,3,1,1,2,,,,,3
04/17/1/1/2/0045,15928792,15928792,,,2000-01-01,Public,Local Government,Primary,Primary Health Clinic,"Monday,Tuesday,Wednesday,Thursday,Friday",8 hrs,Anambra,Ogbaru,Atani ward II,Inside Ogbaru LGA secretariat,Atani Road Atani,6.74543,5.99882,0806-385-4580,0703-954-1009,,,Operational,Registered,Licensed,Yes,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Tuberculosis, Non Communicable Diseases, Family Planning, Communicable Diseases, Accidents and Emergency, Nutrition, Health Education and Community Mobilization",2,,,,,No,,,,,,,,,,,,,,,1,4
04/16/1/1/2/0002,38655425,38655425,,,2000-01-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Ogbaru,Iyiowa Odekpe ward,Near Ibuchukwu Hotel,127 Atani Road,6.74288,6.06996,0803-743-6772,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Tuberculosis, Non Communicable Diseases, Family Planning, Intensive Care Services , Communicable Diseases, Hepatitis, Child Survival, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",7,,,,,No,1,,,,,,,1,,,,,,,,3
04/16/1/2/2/0065,61239389,61239389,,,2000-01-01,Private,For Profit,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Ogbaru,Iyiowa Odekpe ward,,Opposite akara bus stop,6.75118,6.08429,0807-275-2749,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,,10,No,No,No,No,No,,,,,,,,,,,,,1,,,2
04/16/1/1/2/0004,34552173,34552173,,,2000-01-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Ogbaru,Iyiowa Odekpe ward,Near Chioma bus stop,,6.4535148,6.614424,0706-260-5844,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Communicable Diseases, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",,,,,,No,1,,,1,,,,,,,,,,,,3
04/16/1/2/2/0076,28671339,28671339,,,2000-01-01,Private,For Profit,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Anambra,Ogbaru,Iyiowa Odekpe ward,,48 Acha street iyiowa Odekpe,6.76723,6.110977,0803-784-7684,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Tuberculosis, Non Communicable Diseases, Family Planning, Intensive Care Services , Communicable Diseases, Child Survival, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",4,No,No,No,No,No,,,,,,2,,1,,,,,,,,6
04/16/1/1/1/0063,21125353,21125353,,,2000-01-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Ogbaru,Iyiowa Odekpe ward,Near lumen Christi hospital,,6.76338,6.11039,0803-572-3527,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), HIV/ AIDS Services, Tuberculosis, Non Communicable Diseases, Family Planning, Intensive Care Services , Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",6,No,No,No,No,No,,,,,,,,1,,,,,,,,5
04/16/1/2/2/0003,54499994,54499994,,,2000-01-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Anambra,Ogbaru,Iyiowa Odekpe ward,Near Lion filling station,,6.76258,6.11176,0803-394-0938,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Tuberculosis, Non Communicable Diseases, Family Planning, Intensive Care Services , Communicable Diseases, Hepatitis, Child Survival, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",11,,,,,No,2,,,2,,,,1,1,,,,1,,,7
04/16/1/2/2/0069,56621342,56621342,,,2000-01-01,Private,For Profit,Primary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Ogbaru,Iyiowa Odekpe ward,23 Duruzo Street Iyiowa Odekpe,,6.77107818,6.11108,0818-138-4181,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Tuberculosis, Non Communicable Diseases, Family Planning, Intensive Care Services , Communicable Diseases, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",4,No,No,No,No,No,,,,,,,,1,,,,,,,,2
04/16/1/1/2/0011,33224753,33224753,,,2000-01-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",,Anambra,Ogbaru,Iyiowa Odekpe ward,Near Ekeamosu market,168 Atani road,6.76504,6.10938,0806-372-0288,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Tuberculosis, Non Communicable Diseases, Family Planning, Intensive Care Services , Communicable Diseases, Hepatitis, Child Survival, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",5,,,,,No,1,,,,,,,1,,,,,,,,6
04/16/1/2/2/0068,15559605,15559605,,,2000-01-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Ogbaru,Iyiowa Odekpe ward,Near creative Model school,13 Nmuoneke stree tIyiowa Odekpe,6.77149,6.11147,0803-871-4415,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Communicable Diseases, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",6,No,No,No,No,No,,,,,,,,1,,,,,1,,,4
04/16/1/1/1/0063,66908697,66908697,,,2000-01-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Ogbaru,Iyiowa Odekpe ward,Opposite Okoti market,,6.749931,6.0807321,0812-190-1552,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, Non Communicable Diseases, Family Planning, Intensive Care Services , Communicable Diseases, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",,No,No,No,No,No,,,,,,,,1,,,,,,,,4
04/10/1/1/2/0063,56222139,56222139,,,2000-01-01,Private,For Profit,Secondary,,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Ogbaru,Iyiowa Odekpe ward,Oposite  Aha ilo,Atani road,6.76112,6.10942,,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Tuberculosis, Non Communicable Diseases, Intensive Care Services , Communicable Diseases, Hepatitis, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",4,,,,,No,1,,,,,,,1,,,,,,,,5
04/16/1/1/1/0012,66071953,66071953,,,2000-01-01,Public,Local Government,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Ogbaru,Ogbakuba/Ochuche/Amiyi ward,Near Nkwo Market Ogbakuba,Umuizagbo  Village,6.71513,5.92203,0806-388-6740,0902-944-6119,,,Operational,Registered,Licensed,,,,,,,,"Antenatal Care (ANC), Immunization, Tuberculosis, Non Communicable Diseases, Family Planning, Intensive Care Services , Communicable Diseases, Hepatitis, Child Survival, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",6,,,,,No,,,,,,,,,,,,2,,,,1
04/16/1/1/1/0025,19217875,19217875,,,2000-01-01,Public,Local Government,Primary,Health Post,"Monday,Tuesday,Wednesday,Thursday,Friday",8 am-6am,Anambra,Ogbaru,Ogbakuba/Ochuche/Amiyi ward,Umuzu,,6.77758,5.935086,0706-708-9168,,,,Operational,Not Applicable,Licensed,,,,,,,,"Antenatal Care (ANC), Immunization, Tuberculosis, Non Communicable Diseases, Family Planning, Communicable Diseases, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Scanning",2,,,,,No,,,,,,,,,,,,,1,,,
04/16/1/1/1/0064,80311185,80311185,,,2008-11-04,Public,Local Government,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Ogbaru,Okpoko ward I,no 5 Unaka lane,,6.7921375,6.126083333,0703-640-0225,,,,Operational,Registered,Licensed,,,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Tuberculosis, Non Communicable Diseases, Family Planning, Intensive Care Services , Communicable Diseases, Hepatitis, Child Survival, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",,No,No,No,No,No,,,,,,,,1,,,,,1,,,
04/21/1/1/2/0016,27863735,27863735,,,2000-01-01,Private,For Profit,Primary,Primary Health Center,"Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday",24hrs,Anambra,Ogbaru,Okpoko ward II,No. 6 Okwe Street,,6.7789482,6.1166563,0806-385-8304,,,,Operational,Registered,Licensed,Yes,Yes,,,,,,"Antenatal Care (ANC), Immunization, HIV/ AIDS Services, Non Communicable Diseases, Family Planning, Communicable Diseases, Accidents and Emergency, Nutrition, Health Education and Community Mobilization, Maternal and newborn care",,,,,,No,,,,,,,,1,,,,,,,,2
